Nombre;Movimiento;Tipo;PP;Precision;Damage;Efecto
Puntapie;Fisico;Lucha;3;3;3A+I;Penaliza la Velocidad igual a B tantos turnos como B.  Con este movimiento, el Pokemon ejecuta un golpe seco con su pie para, ademas de hacer damage, provocar un dolor que dificulte el movimiento. Gracias a ello, el objetivo obtiene un penalizador a su Velocidad igual a B durante tantos turnos como B.
Puno dinamico;Fisico;Lucha;5;11;6A;Confunde tantos turnos como I.  Este ataque de artes marciales se trata de un punetazo de dificil ejecucion, ya que requiere de tanta energia concentrada que el Pokemon no puede fijar su vista con normalidad. No obstante, si logra acertar a su objetivo, este no solo sufrira un gran damage, sino que adquirira el estado confuso durante tantos turnos como I.
Puno drenaje;Fisico;Lucha;5;3;4A+B;El usuario recupera tantos PS como la mitad del damage.  Gracias a su control del cuerpo, la mente y el alma, el Pokemon puede absorber parte de la vitalidad que escapa de su rival al recibir el punetazo. Por ello, el usuario recupera tantos PS como la mitad del damage infligido.
Puno fuego;Fisico;Fuego;4;3;4A+B;Con D6 quema 1 tantos turnos como B.  El Pokemon es capaz de transformar su energia en una capa de fuego que envuelva y fortalezca su puno. Si obtiene un doble 6, el objetivo adquirira el estado quemado y perdera 1 PS al final de su turno durante tantos turnos como B.
Puno hielo;Fisico;Fuego;4;3;4A+B;Con D6 congela tantos turnos como B.  La particularidad de este punetazo es que el Pokemon expulsa una potente rafaga helada a la vez que ataca. Tal es asi que, si obtiene un doble 6 en la prueba, el objetivo adquirira el estado congelado durante tantos turnos como B.
Puno trueno;Fisico;Electrico;4;3;4A+B;Con D6 paraliza tantos turnos como B.  Para fortalecer su puno antes de golpear, el Pokemon lo envuelve con una fuerte corriente electrica. Si obtiene un doble 6, el Pokemon afectado adquirira el estado paralizado durante tantos turnos como B.
Puya nociva;Fisico;Veneno;3;3;4A+I;Con D3 envenena igual a B tantos turnos como B.  El usuario imbuye una de sus garras o aguijones con veneno y ataca con gran furia. Si obtiene un doble 3, el objetivo adquirira el estado envenenado y perdera tantos PS como B al final de su asalto durante el mismo numero de turnos.
Rapidez;Especial;Normal;3;-;3A+B;El movimiento nunca falla.  El Pokemon fija a su objetivo y crea unas pequenas estrellas de energia que lo rastrean e impactan contra el mismo. Este movimiento nunca falla con independencia de la Precision del usuario y la Evasion del rival.
Rayo;Especial ;Electrico;4;3;5A+B;Con D6 paraliza tantos turnos como B.  Como su nombre indica, al realizar este movimiento el Pokemon concentra su energia para generar una potente descarga electrica que se dirige al rival. Si obtiene un doble 6, el Pokemon afectado adquirira el estado paralizado tantos turnos como B.
Rayo aurora;Especial ;Hielo;3;3;3A+I;Con D6 penaliza el Ataque igual a B tantos turnos como B.  Con este movimiento, el Pokemon lanza un chorro de viento helado que cobra un color rosado muy caracteristico. Si obtiene un doble 6, el objetivo obtiene un penalizador a su Ataque igual a B durante el mismo numero de turnos.
Rayo burbuja;Especial ;Agua;3;3;3A+I;Con D6 penaliza la Velocidad igual a B tantos turnos como B.  El Pokemon expulsa un rayo de agua espesa y espumosa con el que ataca al rival. Si obtiene un doble 6 en la prueba, este rayo impedira momentaneamente que el objetivo se mueva con soltura y obtendra un penalizador a su Velocidad igual a B durante el mismo numero de turnos.
Rayo carga;Especial ;Electrico;4;7;2A+I;Con D1 bonifica el Ata. Especial igual a B tantos turnos como B.  Al lanzar este rayo electrico de tonos azulados, el Pokemon no solo ataca, sino que estimula sus capacidades especiales y le ayuda a prepararse para el combate. Por esta razon, si obtiene cualquier resultado doble en la prueba, su Ataque especial se vera bonificado igual a B durante el mismo numero de turnos.
Rayo confuso;Estado;Fantasma;5;3;-;Confunde tantos turnos como I.  Si este pequeno rayo fantasmal alcanza al objetivo, la mente de este perdera la nocion del espacio y se movera de forma erratica. Durante tantos turnos como I, el rival adquirira el estado confuso.
Rayo hielo;Especial;Hielo;5;3;5A+B;Con D6 congela tantos turnos como B.  El Pokemon concentra energia helada en una esfera que se libera en forma de finos rayos. Si el usuario obtiene un doble 6, el objetivo adquirira el estado congelado durante tantos turnos como B.
Rayo solar;Especial ;Planta;5;3;6A+I;Carga en el primer turno y ataca en el segundo.  Este es uno de los mejores movimientos de los Pokemon de tipo planta. Al ejecutarlo, invierte un turno en captar toda la luz del sol que pueda para dispararla en forma de rayo en el segundo turno. Si hay un sol imponente en el campo de batalla, este movimiento se ejecutara en un solo turno. Si se combate bajo una noche cerrada o con lluvia, el damage del movimiento sera 3A+B.
Recuperacion;Estado ;Normal;6;-;-;Sana 5A+1 por nivel.  La energia del Pokemon se convierte en una fuerza sanadora pura. De esta manera, el usuario puede recuperar parte de sus heridas, o quizas todas ellas, de forma muy rapida. Por lo tanto, recuperara tantos PS como 5A +1 por nivel del Pokemon.
Reduccion;Estado ;Normal;5;-;-;Bonifica la Evasion igual a I tantos turnos como I pero su Defensa se reduce a 0.  Este curioso movimiento hace que el cuerpo del Pokemon usuario encoja, haciendo mas dificil que sus rivales lo alcancen con sus ataques. Durante tantos turnos como I, el Pokemon adquiere un bonificador a su Evasion igual a I. No obstante, en este estado su cuerpo resiste mucho menos los ataques fisicos, por lo que se considerara que su Defensa sera igual a 0. Los bonificadores a Defensa por movimientos si se aplicaran.
Reflejo;Estado ;Psiquico;6;-;-;Multiplica la Defensa del usuario por 2 tantos turnos como.  Haciendo uso de sus poderes psiquicos, el Pokemon es capaz de crear una barrera alrededor de si mismo y de sus aliados que fortalecera y protegera su cuerpo. De esta manera, su Defensa se considerara el doble durante tantos turnos como I.
Refugio;Estado ;Agua;1;-;-;Aumenta la Defensa tanto como B durante tantos turnos como I.  Al usar este movimiento, el Pokemon endurece de forma considerable una parte de su cuerpo con la que se defiende, siendo normalmente su caparazon. Al hacerlo, adquiere un bonificador a Defensa igual a B durante tantos turnos como I.
Rencor;Estado;Fantasma;5;7;-;El objetivo pierde tantos PP como 2A + 0.5 del nivel de usuario.  Con este movimiento que emplea poder negativo, el objetivo pierde parte de su energia. El rival pierde tantos PP como 2A mas la mitad del nivel del Pokemon usuario redondeado a la baja.
Respiro;Estado;Volador;6;-;-;Sana 5A+1 por nivel y pierde el tipo volador.  Al bajar al suelo, el Pokemon puede concentrar su energia para sanar sus heridas, recuperando tantos PS como 5A + 1 punto por nivel. Hasta que ejecute su siguiente movimiento, el Pokemon perdera, a todos los efectos, el tipo volador.
Rizo defensa;Estado;Normal;1;-;-;Bonifica la Defensa igual a B tantos turnos como I.  El Pokemon adopta una posicion defensiva en la que puede resistir mejor los envites fisicos. Rizo defensa se mantendra tantos turnos como I y bonificara la Defensa del Pokemon igual a B.
Roca afilada;Fisico;Roca;6;8;4A+I;Con D6 sera un golpe critico.  Sin previo aviso, el suelo debajo del Pokemon objetivo se abre rapidamente para dejar crecer una gran estalagmita que lo golpea. Si el usuario obtiene un doble 6 en su prueba, este movimiento se considerara un golpe critico exactamente igual que si hubiese obtenido un triple resultado.
Rodar;Fisico ;Roca;3;7;IA;Su damage se duplica en cada turno posterior.  Esta curiosa estrategia se centra en que el Pokemon se convierte en una bola rodante que arremete contra el rival y aprovecha la velocidad para volver con mas fuerza. Aunque el primer ataque hara un damage de IA, si repite el ataque en su siguiente turno, este se multiplicara por 2. Esta consecucion continuara, multiplicandose por 4, por 8 y por 16 finalmente. Ademas, si el Pokemon esta bajo los efectos de Rizo defensa, el damage inicial se multiplicara por dos y continuara siendo por 4, por 8, por 16 y finalmente por 32. La consecucion se rompe si el Pokemon deja de utilizar Rodar o si falla el ataque.
Rompecoraza;Estado;Normal;4;-;-;Baja Defensa y Def. Especial a cambio de aumentar Ataque, Ata. Especial y Velocidad.  Este movimiento lo utilizan aquellos Pokemon que poseen partes duras como conchas o caparazones. Al concentrarse, pueden desgastar su coraza y debilitar sus defensas para asi adquirir una mayor ofensiva. Durante tantos turnos como I, el Pokemon obtendra un penalizador a Defensa y Defensa especial igual a B y un bonificador a Ataque, Ataque especial y Velocidad igual a I.
Ronquido;Especial ;Normal;4;3;2A+1;Con D3 penaliza el Impulso igual a B en el siguiente asalto. Solo puede usarse dormido.  Hay veces en las que un Pokemon dormido puede seguir suponiendo una amenaza. Ronquido es el unico movimiento que puede utilizarse si el usuario esta bajo los efectos del estado alterado dormido. De hecho, esta condicion sera indispensable para poder utilizarlo. Al hacerlo, el Pokemon emite un ronquido tan fuerte que consigue danar la mente de quienes lo escuchan. Tanto es asi que, si obtiene un doble 3 en la prueba, el objetivo tendra un penalizador a su Impulso igual a B en el siguiente asalto.
Rueda fuego;Fisico;Fuego;3;3;3A+B;Con D6 quema 1 tantos turnos como B.  El Pokemon se envuelve de un manto de fuego y se convierte en una rueda que arremete contra el objetivo. Si obtiene un doble 6, el rival adquirira el estado quemado y perdera 1 PS al final de su turno durante tantos turnos como B.
Semilladora;Fisico ;Planta;3;3;BA;Realiza tantos ataques como I en un mismo turno.  El Pokemon dispara una rafaga de semillas contra su rival como si fuera una metralleta. En la primera prueba se calculara el primer ataque y, en caso de acertar, el resultado de I nos dira cuantas veces mas atacara. Cada ataque tiene su propia precision, pero el Pokemon no parara de atacar aunque falle algun ataque a partir del segundo.
Sintesis;Estado ;Planta;6;-;-;Cura 5A+1 por nivel.  Uno de los usos que puede darle un Pokemon a la clorofila de su organismo es absorber los rayos del sol para sanar sus heridas. El Pokemon sanara tantos PS como 5A + 1 por nivel del Pokemon. Bajo un sol imponente, esta cifra sera de 5A+2 por nivel, mientras que bajo la noche cerrada o la lluvia sera de 5A+1 por cada dos niveles.
Somnifero;Estado;Planta;4;9;-;Duerme tantos turnos como I.  Al lanzar esporas somniferas, el Pokemon pretende inducir sueno a todo aquel que las inhale. Quien se vea afectado por Somnifero adquirira el estado dormido durante tantos turnos como I. Este movimiento no afecta a los Pokemon de tipo planta.
Sorpresa;Fisico;Normal;5;3;2A+B;Siempre reduce el Impulso igual a A en el siguiente asalto, pero solo puede usarse en el primer asalto.  Este movimiento juega, como su propio nombre indica, con el factor sorpresa. Al salir de su poke ball, el usuario usa la inercia para propinar este ataque y desconcertar al objetivo. De esta manera, el rival queda tan pasmado que no podra actuar en su siguiente turno. Sorpresa solo puede utilizarse como primer movimiento, ya que en turnos posteriores no contara con el factor sorpresa.
Sumision;Fisico;Lucha;3;8;4A+1;El usuario pierde PS igual a A.  El Pokemon atrapa al rival y le hace una llave en la que ambos dan una voltereta muy violenta. Este golpe dana tambien el cuerpo del usuario, perdiendo asi tantos PS como 2A+B. Este damage es fijo y no puede reducirse con sus defensas.
Supersonico;Estado;Normal;3;11;-;Causa confusion tantos turnos como I.  El Pokemon produce unas ondas de sonido que debilitan los sentidos de quien las escucha. Los Pokemon afectados adquieren el estado confuso durante tantos turnos como I.
Surf;Especial;Agua;5;3;5A+B;Una gran ola de agua nace del suelo y se precipita contra los Pokemon rivales.
Tajo aereo;Especial;Volador;4;6;4A+B;Con D3 reduce el Impulso igual a B en el siguiente asalto.  Al batir sus alas a gran velocidad, el Pokemon crea un disco de aire que sale disparado hacia su objetivo. Si obtiene un doble 3, el Pokemon afectado tendra dificultades para respirar y no podra actuar en su siguiente turno.
Tajo cruzado;Fisico;Lucha;5;8;6A;Con D6 sera un golpe critico.  Usando la energia del ki, el Pokemon ataca con sus dos brazos en un movimiento cruzado. Este golpe puede ser tan preciso y letal que, si obtiene un doble 6 en la prueba, el ataque se considerara un golpe critico de la misma forma que si hubiera obtenido un resultado triple.
Tajo umbrio;Fisico;Siniestro;4;3;4A;Con D6 sera un golpe critico.  El Pokemon propina una cuchillada a traicion imbuida con el poder de la oscuridad. Si obtiene un doble 6 en la prueba, el movimiento se considerara un golpe critico de la misma forma que si hubiese obtenido un triple resultado.
Taladradora;Fisico;Tierra;4;6;4A+I;Con D5 sera un golpe critico.  Este demoledor movimiento ataca a ras de suelo, levantandolo a su paso y golpeando finalmente a partes vitales del Pokemon rival. Si obtiene un doble 5, el movimiento se considerara critico igual que si hubiese obtenido un resultado triple.
Terratemblor;Fisico;Tierra;3;3;3A+B;Penaliza Velocidad igual a B tantos turnos como B.  Este golpe en el suelo crea una onda expansiva que no solo dana a los Pokemon rivales, sino que tambien los desestabiliza. Durante tantos turnos como B, los Pokemon afectados obtienen un penalizador a su Velocidad igual a B.
Terremoto;Fisico;Tierra;5;3;6A;Terremoto es uno de los movimientos mas peligrosos que puede realizar un Pokemon. Al ejecutarlo, el suelo a sus pies se resquebraja y provoca estalagmitas que danan a todo aquel que se encuentre en el lugar del combate.
Tierra viva;Especial ;Tierra;5;3;5A+B;Con D6 penaliza la Def. Especial igual a B tantos turnos como B.  El Pokemon concentra su energia especial para entrar en contacto con la tierra y provocar que el suelo bajo el rival estalle. Si obtiene un doble 6, la Defensa especial del objetivo se vera penalizada igual a B tantos turnos como B.
Tijera X;Fisico;Bicho;4;3;4A+I;Utilizando sus garras como si fueran tijeras, el Pokemon realiza un ataque cortante en forma de X.
Tiro vital;Fisico;Lucha;3;-;4A;El movimiento nunca falla, pero el Pokemon penaliza su Impulso igual a B en el siguiente asalto.  Haciendo buen uso de su conocimiento en artes marciales, el usuario agarra a su rival y lo lanza con fuerza. Este movimiento nunca falla con independencia de la Precision de quien lo ejecuta o la Evasion del objetivo. Sin embargo, su ejecucion es lenta y aparatosa, por lo que el usuario obtendra un penalizador a su Impulso igual a B en el siguiente asalto.
Torbellino;Especial;Agua;4;8;2A;Damage adicional igual a B tantos turnos como I.  El Pokemon consigue crear un remolino de agua que atrae al objetivo al objetivo y lo atrapa parcialmente. Durante tantos turnos como I, el movimiento se mantendra e infligira un damage igual a B. El Pokemon afectado podra realizar movimientos con normalidad.
Tormenta de arena;Estado;Roca;6;-;-;Crea una tormenta de arena durante tantos turnos como A.  Utilizando la arena cercana o lanzando un chorro de arena de su cuerpo, el Pokemon envuelve el campo de batalla de arena y polvo. Bajo estas condiciones, los Pokemon de tipo roca se encuentran en un entorno tan ideal que su Defensa y Defensa especial obtienen un bonificador igual a lo obtenido en I mientras dure la tormenta, que sera tantos turnos como A. Si el movimiento se utiliza en un entorno donde no haya arena y esta debe ser generada por el Pokemon, la duracion de la tormenta sera de tantos turnos como B.
Tormenta floral;Fisico;Planta ;4;3;5A+B;El Pokemon crea un enorme torbellino de petalos que cortan a todo aquel que se vea envuelto en el.
Tornado;Especial;Volador;2;3;2A+B;Al batir sus alas con fuerza, el Pokemon genera una rafaga de aire que impacta contra el Pokemon rival.
Toxico;Estado;Veneno;6;7;-;Envenena igual a A multiplicando por 2 cada turno tantos turnos como I.  El veneno que se inocula a traves de este movimiento es muy poderoso, ya que se nutre del organismo al que afecta para danarlo con mas fuerza. Aunque en su primer turno hara un damage de A, en los turnos siguientes este damage se repetira multiplicando por 2 el damage del anterior turno. Este estado envenenado perdurara tantos turnos como I.
Transformacion;Estado ;Normal;5;-;-;El usuario se transforma en el Pokemon objetivo.  Este movimiento es, sin duda, uno de los mas especiales, del cual Ditto es el gran especialista. Cuando el usuario lo realiza, su cuerpo se transforma completamente en el del Pokemon que haya decidido, el cual debe estar cerca de el. Al transformarse, el Pokemon adquiere su aspecto, peso, altura, tipos y estadisticas excepto PS y PP. Tambien podra realizar cualquier movimiento que conozca el objetivo, pero la PJ no tendra acceso a un listado de movimientos, sino que debera ser observador y recabar informacion... ¡o probar suerte! Los efectos de Transformacion terminaran cuando la PJ lo desee.
Triataque;Especial ;Normal;5;3;4A+I;A partir de D4 causa un estado alterado.  Concentrando las energias naturales del fuego, el rayo y el hielo, el Pokemon lanza un rayo que combina todas estas fuerzas. Si obtiene un doble 4, el objetivo adquirira el estado quemado y perdera un PS al final de cada turno durante tantos turnos como B.  Si el resultado doble es 5, quedara paralizado tantos turnos como B.  Finalmente, si el resultado doble es 6, el rival quedara congelado tantos turnos como B.
Triturar;Fisico;Siniestro;4;3;4A+I;Con D4 penaliza Defensa igual a B tantos turnos como B.  Este mordisco concentra una buena parte de la energia del Pokemon en sus dientes, pudiendo partir incluso piedra o metal. Si obtiene un doble 4, el objetivo sufrira un penalizador a su Defensa igual a B durante el mismo numero de turnos.
Trueno;Especial ;Electrico;6;9;6A+B;Con D3 paraliza tantos turnos como B.  El control del Pokemon sobre la energia electrica es tal que puede emitir una descarga tan salvaje como la de un trueno caido del cielo. Si obtiene un D3, el objetivo adquirira el estado paralizado tantos turnos como B. Ademas, si el campo de batalla esta banado en un sol imponente, la precision del movimiento sera de 11, mientras que nunca fallara bajo la lluvia.
Ultrapuno;Fisico;Lucha;2;3;2A+B;Aumenta el Impulso igual a B en el siguiente asalto.  El Pokemon ha aprendido a golpear con sus punos a tal velocidad que le permite gestionar mejor su tiempo de cara al resto del combate. Gracias a ello, en el siguiente asalto tendra un bonificador a su Impulso igual a B.
Velo aurora;Estado;Hielo;5;-;-;Reduce a la mitad el damage de cualquier ataque tantos turnos como I, pero solo se activa con granizo.  Cuando el entorno del combate esta envuelto por el granizo, el usuario puede utilizar Velo aurora para protegerse con un halo rosado que hara las veces de barrera. Mientras perdure, todos los ataques que sufra se veran reducidos a la mitad de damage. Velo aurora perdurara durante tantos turnos como I incluso si dejara de caer granizo durante su uso.
Velocidad extrema;Fisico;Normal;6;3;4A+1;Aumenta el Impulso igual a I en el siguiente asalto.  Velocidad extrema es un ataque que solo pueden realizar Pokemon realmente poderosos. Su valor no cae unicamente en el golpe, sino en la velocidad tan intensa con la que lo ejecuta, perdiendose de vista durante su realizacion. Es por ello que en el siguiente asalto obtendra un bonificador a su Impulso igual a I.
Vendaval;Especial ;Volador;5;10;6A+B;Con D3 confunde tantos turnos como B.  Con este movimiento, el Pokemon concentra gran parte de su energia en sus alas y consigue crear un huracan en el que encierra al objetivo. Si obtiene un doble 3, el Pokemon afectado adquirira el estado confuso durante tantos turnos como B. Su precision sera de 11 bajo un sol imponente, mientras que nunca fallara bajo la lluvia.
Ventisca;Especial ;Hielo;6;9;6A+B;Con D6 congela tantos turnos como B.  El Pokemon lanza una tremenda onda de viento glacial. Si consigue acertar en su objetivo y obtiene un D6 en la prueba, los Pokemon afectados adquieren el estado congelado durante tantos turnos como B. Si hay un clima de granizo en el campo de batalla, Ventisca nunca fallara con independencia de la Precision del usuario y la Evasion del rival.
Viento hielo;Especial;Hielo;4;6;3A;Penaliza la Velocidad igual a B tantos turnos como B.  Este soplo de aire es tan frio que los musculos del Pokemon objetivo quedan entumecidos. Por lo tanto, la Velocidad del rival quedara penalizada igual a B durante tantos turnos como B.
Voltio cruel;Fisico;Electrico;4;3;5A+B;El usuario pierde PS igual a BA.  El usuario carga tanta energia electrica en su cuerpo para placar al rival que el mismo sacrifica parte de sus PS. Perdera tantos PS como BA. Este damage es fijo y no puede reducirse con sus defensas.
Vozarron;Especial;Normal;5;3;5A+B;Tan solo con el uso de su voz, el Pokemon es capaz de gritar con tanta fuerza que su retumbar causara damage a los rivales cercanos.
Zumbido;Especial ;Bicho;5;3;5A+B;Con D6 reduce la Def. Especial igual a B tantos turnos como B.  El Pokemon tiene la capacidad de expulsar unas ondas vibrantes que consiguen danar fisicamente a quienes las oyen. Si el usuario obtiene un doble 6, el objetivo obtendra un penalizador a su Defensa especial igual a B durante el mismo numero de turnos.
